 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Kiribati
01-Jan-2010 00:00, 1.023,-9999 ,  29.0, 1005.5, 0.040,-0.030,   96,   9.1,   6.2
01-Jan-2010 01:00, 1.392,-9999 ,  29.0, 1005.0, 0.027,-0.051,   88,   7.8,   4.7
01-Jan-2010 02:00, 1.893,-9999 ,  29.0, 1004.4, 0.031,-0.051,   91,   6.3,   3.7
01-Jan-2010 03:00, 2.389,-9999 ,  29.0, 1003.7, 0.026,-0.063,   98,   5.6,   4.7
01-Jan-2010 04:00, 2.751,-9999 ,  28.7, 1003.4, 0.019,-0.077,  126,   5.7,   4.4
01-Jan-2010 05:00, 2.856,-9999 ,  28.6, 1004.0,-0.013,-0.111,  109,   5.7,   4.9
01-Jan-2010 06:00, 2.715,-9999 ,  28.6, 1004.6,-0.037,-0.129,  113,   5.6,   3.9
01-Jan-2010 07:00, 2.365,-9999 ,  27.3, 1005.7,-0.042,-0.127,   47,   7.9,   5.0
01-Jan-2010 08:00, 1.879,-9999 ,  27.3, 1005.9,-0.033,-0.108,   90,   6.8,   3.5
01-Jan-2010 09:00, 1.335,-9999 ,  28.1, 1006.8,-0.043,-0.115,   81,   5.6,   4.3
01-Jan-2010 10:00, 0.914,-9999 ,  28.0, 1006.8,-0.009,-0.073,   73,   5.5,   4.0
01-Jan-2010 11:00, 0.661,-9999 ,  28.2, 1006.8,-0.006,-0.069,  105,   7.9,   2.9
01-Jan-2010 12:00, 0.670,-9999 ,  28.2, 1006.5,-0.004,-0.068,  111,   5.4,   4.6
01-Jan-2010 13:00, 0.948,-9999 ,  26.8, 1006.2, 0.034,-0.033,   88,   9.4,   8.6
01-Jan-2010 14:00, 1.347,-9999 ,  26.6, 1005.6, 0.024,-0.046,   81,  10.7,   8.7
01-Jan-2010 15:00, 1.829,-9999 ,  27.1, 1004.7, 0.025,-0.052,   88,   9.4,   7.8
01-Jan-2010 16:00, 2.253,-9999 ,  27.0, 1004.1, 0.032,-0.054,  100,  10.4,   7.3
01-Jan-2010 17:00, 2.487,-9999 ,  27.2, 1004.4, 0.035,-0.056,   93,   9.6,   7.0
01-Jan-2010 18:00, 2.497,-9999 ,  27.5, 1004.6, 0.043,-0.044,   98,   7.9,   4.7
01-Jan-2010 19:00, 2.296,-9999 ,  27.7, 1005.1, 0.064,-0.021,   91,   6.1,   3.3
01-Jan-2010 20:00, 1.906,-9999 ,  28.4, 1006.0, 0.061,-0.019,   95,   5.1,   4.4
