 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Kiribati
01-Jan-2019 00:00, 2.210,-9999 ,  26.2, 1005.2, 0.088, 0.015,   83,  13.5,   9.1
01-Jan-2019 01:00, 2.327,-9999 ,  26.5, 1004.0, 0.051,-0.029,   85,  11.0,   4.5
01-Jan-2019 02:00, 2.398,-9999 ,  26.8, 1003.0, 0.085,-0.008,  100,   7.8,   3.1
01-Jan-2019 03:00, 2.262,-9999 ,  27.4, 1002.3, 0.038,-0.064,  107,   5.5,   3.4
01-Jan-2019 04:00, 2.102,-9999 ,  28.3, 1002.6, 0.073,-0.036,  112,   5.4,   3.8
01-Jan-2019 05:00, 1.907,-9999 ,  26.0, 1003.5, 0.128, 0.023,  143,   7.8,   3.7
01-Jan-2019 06:00, 1.617,-9999 ,  26.9, 1004.0, 0.086,-0.010,  110,   8.2,   5.5
01-Jan-2019 07:00, 1.420,-9999 ,  27.6, 1004.4, 0.082,-0.010,   73,   7.4,   4.2
01-Jan-2019 08:00, 1.338,-9999 ,  27.6, 1005.0, 0.086,-0.001,   89,   6.3,   2.7
01-Jan-2019 09:00, 1.352,-9999 ,  27.8, 1005.5, 0.061,-0.020,  337,   4.9,   3.5
01-Jan-2019 10:00, 1.521,-9999 ,  26.8, 1005.4, 0.080, 0.003,  301,  11.8,   7.8
01-Jan-2019 11:00, 1.795,-9999 ,  27.1, 1005.2, 0.128, 0.050,  318,   9.2,   7.3
01-Jan-2019 12:00, 2.042,-9999 ,  26.9, 1005.0, 0.134, 0.054,  312,   9.2,   5.0
01-Jan-2019 13:00, 2.202,-9999 ,  27.0, 1004.2, 0.109, 0.027,  319,   6.4,   4.5
01-Jan-2019 14:00, 2.271,-9999 ,  26.7, 1003.3, 0.099, 0.008,  310,  10.5,   7.7
01-Jan-2019 15:00, 2.284,-9999 ,  26.6, 1003.2, 0.158, 0.059,  308,   9.4,   7.8
01-Jan-2019 16:00, 2.182,-9999 ,  27.0, 1002.9, 0.219, 0.119,  300,   9.4,   6.9
01-Jan-2019 17:00, 1.943,-9999 ,  27.2, 1003.3, 0.219, 0.117,  295,   7.9,   5.7
01-Jan-2019 18:00, 1.679,-9999 ,  25.9, 1004.1, 0.209, 0.110,  327,   7.5,   5.3
01-Jan-2019 19:00, 1.415,-9999 ,  26.8, 1005.3, 0.149, 0.059,  339,   8.3,   6.4
01-Jan-2019 20:00, 1.304,-9999 ,  27.1, 1005.8, 0.137, 0.059,  320,   9.4,   8.1
01-Jan-2019 21:00, 1.381,-9999 ,  27.0, 1005.5, 0.172, 0.098,  332,  10.2,   8.6
01-Jan-2019 22:00, 1.557,-9999 ,  27.4, 1005.5, 0.174, 0.097,  322,  13.5,  10.5
01-Jan-2019 23:00, 1.847,-9999 ,  27.8, 1006.0, 0.190, 0.114,  306,  13.8,  11.3
02-Jan-2019 00:00, 2.128,-9999 ,  27.1, 1005.5, 0.159, 0.086,  300,  16.3,  11.2
02-Jan-2019 01:00, 2.397,-9999 ,  25.7, 1005.4, 0.159, 0.083,  347,  16.4,   8.1
02-Jan-2019 02:00, 2.550,-9999 ,  25.4, 1004.6, 0.155, 0.076,  326,  10.4,   5.1
02-Jan-2019 03:00, 2.626,-9999 ,  24.6, 1004.3, 0.218, 0.132,  301,  13.2,  10.9
02-Jan-2019 04:00, 2.538,-9999 ,  25.4, 1004.0, 0.261, 0.172,  285,  13.9,   9.9
02-Jan-2019 05:00, 2.336,-9999 ,  26.0, 1004.4, 0.308, 0.216,  285,  15.3,  11.3
02-Jan-2019 06:00, 2.048,-9999 ,  25.7, 1005.9, 0.325, 0.238,  317,  15.5,  12.7
02-Jan-2019 07:00, 1.673,-9999 ,  26.0, 1006.9, 0.245, 0.173,  307,  14.0,  10.0
02-Jan-2019 08:00, 1.465,-9999 ,  25.6, 1007.5, 0.252, 0.190,  314,  14.0,  11.7
02-Jan-2019 09:00, 1.383,-9999 ,  25.9, 1008.0, 0.249, 0.193,  313,  14.7,  11.2
02-Jan-2019 10:00, 1.455,-9999 ,  26.5, 1007.9, 0.249, 0.197,  292,  12.6,   9.7
02-Jan-2019 11:00, 1.634,-9999 ,  26.4, 1007.8, 0.228, 0.175,  291,  12.9,   9.4
02-Jan-2019 12:00, 1.913,-9999 ,  26.4, 1008.0, 0.229, 0.175,  301,  10.9,   8.5
02-Jan-2019 13:00, 2.235,-9999 ,  25.7, 1007.4, 0.271, 0.219,  319,  13.0,  10.2
02-Jan-2019 14:00, 2.408,-9999 ,  25.7, 1005.8, 0.248, 0.188,  325,  11.9,   9.9
02-Jan-2019 15:00, 2.539,-9999 ,  26.1, 1004.8, 0.314, 0.238,  345,  13.3,   9.6
02-Jan-2019 16:00, 2.470,-9999 ,  26.5, 1004.8, 0.327, 0.243,  351,  11.5,   9.2
02-Jan-2019 17:00, 2.259,-9999 ,  27.4, 1003.9, 0.324, 0.239,  354,  13.5,  11.2
02-Jan-2019 18:00, 1.936,-9999 ,  27.3, 1004.6, 0.282, 0.190,  354,  13.6,   9.8
02-Jan-2019 19:00, 1.685,-9999 ,  27.4, 1005.1, 0.312, 0.226,  351,  11.8,   8.5
02-Jan-2019 20:00, 1.462,-9999 ,  27.8, 1006.1, 0.296, 0.216,    2,  12.6,   9.2
02-Jan-2019 21:00, 1.271,-9999 ,  27.9, 1006.8, 0.173, 0.102,    7,  12.4,   7.4
02-Jan-2019 22:00, 1.389,-9999 ,  28.2, 1007.4, 0.196, 0.133,    4,  12.0,   9.5
02-Jan-2019 23:00, 1.598,-9999 ,  28.4, 1007.0, 0.170, 0.112,    8,  12.6,   7.6
03-Jan-2019 00:00, 1.952,-9999 ,  28.9, 1005.9, 0.194, 0.131,   21,  11.4,   8.8
03-Jan-2019 01:00, 2.341,-9999 ,  28.5, 1005.3, 0.235, 0.162,   15,  11.2,   6.4
03-Jan-2019 02:00, 2.634,-9999 ,  28.7, 1004.5, 0.256, 0.176,   12,   8.6,   4.9
03-Jan-2019 03:00, 2.834,-9999 ,  28.6, 1003.6, 0.329, 0.240,  360,   8.4,   4.4
03-Jan-2019 04:00, 2.795,-9999 ,  28.7, 1003.8, 0.329, 0.233,  358,   9.0,   4.0
03-Jan-2019 05:00, 2.615,-9999 ,  28.8, 1004.5, 0.348, 0.255,  356,   7.8,   3.5
03-Jan-2019 06:00, 2.279,-9999 ,  28.8, 1005.2, 0.325, 0.239,  353,   8.2,   4.8
03-Jan-2019 07:00, 1.853,-9999 ,  28.1, 1006.2, 0.256, 0.177,  328,   8.1,   6.2
03-Jan-2019 08:00, 1.489,-9999 ,  28.8, 1006.7, 0.213, 0.143,  345,   8.7,   5.8
03-Jan-2019 09:00, 1.259,-9999 ,  28.9, 1007.6, 0.186, 0.122,  339,   8.0,   6.5
03-Jan-2019 10:00, 1.214,-9999 ,  25.9, 1008.1, 0.171, 0.115,   12,  12.2,   5.9
03-Jan-2019 11:00, 1.326,-9999 ,  25.1, 1008.1, 0.148, 0.097,  332,   8.6,   7.1
03-Jan-2019 12:00, 1.587,-9999 ,  26.1, 1007.2, 0.144, 0.091,  286,   7.9,   6.3
03-Jan-2019 13:00, 1.956,-9999 ,  26.6, 1006.8, 0.187, 0.126,  255,  10.8,   9.2
03-Jan-2019 14:00, 2.293,-9999 ,  25.9, 1006.0, 0.229, 0.163,  252,  13.5,  10.6
03-Jan-2019 15:00, 2.530,-9999 ,  26.0, 1005.8, 0.288, 0.216,  242,  12.5,   7.9
03-Jan-2019 16:00, 2.618,-9999 ,  26.8, 1006.2, 0.360, 0.286,  256,  11.0,   9.3
03-Jan-2019 17:00, 2.427,-9999 ,  26.7, 1006.3, 0.311, 0.241,  255,  12.1,   8.0
03-Jan-2019 18:00, 2.050,-9999 ,  27.1, 1006.9, 0.200, 0.131,  259,  10.0,   5.8
03-Jan-2019 19:00, 1.734,-9999 ,  25.8, 1008.2, 0.202, 0.141,  358,   6.9,   3.4
03-Jan-2019 20:00, 1.399,-9999 ,  25.4, 1009.0, 0.156, 0.107,  329,   8.0,   6.4
03-Jan-2019 21:00, 1.185,-9999 ,  24.9, 1009.0, 0.120, 0.078,  298,  10.9,   9.5
03-Jan-2019 22:00, 1.181,-9999 ,  26.2, 1008.0, 0.120, 0.077,  275,  11.0,   9.3
03-Jan-2019 23:00, 1.361,-9999 ,  26.7, 1007.0, 0.132, 0.079,  323,  11.5,   9.0
04-Jan-2019 00:00, 1.679,-9999 ,  27.2, 1006.8, 0.146, 0.083,  328,  10.0,   7.1
04-Jan-2019 01:00, 2.067,-9999 ,  28.2, 1006.1, 0.157, 0.092,  326,  10.0,   8.3
04-Jan-2019 02:00, 2.496,-9999 ,  27.7, 1005.2, 0.227, 0.155,  321,  10.7,   8.6
04-Jan-2019 03:00, 2.762,-9999 ,  27.5, 1004.6, 0.250, 0.169,  313,  11.0,   7.4
04-Jan-2019 04:00, 2.765,-9999 ,  27.6, 1004.5, 0.187, 0.101,  311,  11.0,   7.7
04-Jan-2019 05:00, 2.683,-9999 ,  27.7, 1005.0, 0.223, 0.137,  328,  10.2,   7.3
04-Jan-2019 06:00, 2.411,-9999 ,  27.9, 1006.1, 0.230, 0.149,  315,   9.4,   6.9
04-Jan-2019 07:00, 2.053,-9999 ,  28.2, 1006.9, 0.245, 0.175,  310,   8.7,   7.4
04-Jan-2019 08:00, 1.617,-9999 ,  28.2, 1007.8, 0.197, 0.134,  303,   9.4,   6.9
04-Jan-2019 09:00, 1.223,-9999 ,  28.5, 1008.7, 0.112, 0.059,  313,   9.5,   7.6
04-Jan-2019 10:00, 1.102,-9999 ,  28.3, 1008.8, 0.138, 0.093,  317,   9.4,   7.0
04-Jan-2019 11:00, 1.118,-9999 ,  28.0, 1008.7, 0.107, 0.063,  305,   9.0,   7.6
04-Jan-2019 12:00, 1.318,-9999 ,  28.3, 1008.4, 0.093, 0.047,  305,   9.0,   7.2
04-Jan-2019 13:00, 1.694,-9999 ,  28.0, 1007.8, 0.142, 0.094,  309,  11.3,   7.1
04-Jan-2019 14:00, 2.064,-9999 ,  28.0, 1007.1, 0.161, 0.106,  312,   9.1,   7.7
